Config;OCR_module;LLM_model;Accuracy;Precision;Recall;F1_Score
5;PaddleOCR;Llama37B;0,25;1;0,25;0,4
5;TesseractOCR;Llama37B;0,25;1;0,25;0,4
5;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
5;docTR;Llama37B;0,25;1;0,25;0,4
5;docTR;Mistral7B;0,25;1;0,25;0,4
6;EasyOCR;Llama37B;0,3846153846153847;1;0,3846153846153847;0,5555555555555556
6;EasyOCR;Mistral7B;0,25;1;0,25;0,4
6;KerasOCR;Llama37B;0,3846153846153847;1;0,3846153846153847;0,5555555555555556
6;KerasOCR;Mistral7B;0,10256410256410256;1;0,10256410256410256;0,18604651162790697
6;PaddleOCR;Llama37B;0,17227722772277226;1;0,17227722772277226;0,2939189189189189
6;PaddleOCR;Mistral7B;0,4411764705882353;1;0,4411764705882353;0,6122448979591837
6;TesseractOCR;Llama37B;0,6608969315499607;1;0,6608969315499607;0,7958313595452392
6;TesseractOCR;Mistral7B;0,4642857142857143;1;0,4642857142857143;0,6341463414634146
6;docTR;Llama37B;0,16630824372759853;1;0,16630824372759853;0,2851874615857406
6;docTR;Mistral7B;0,46875;1;0,46875;0,6382978723404256
7;EasyOCR;Llama37B;NA;NA;NA;NA
7;EasyOCR;Mistral7B;0,36;1;0,36;0,5294117647058824
7;KerasOCR;Llama37B;0,3188405797101449;1;0,3188405797101449;0,48351648351648346
7;KerasOCR;Mistral7B;0,3076923076923077;1;0,3076923076923077;0,47058823529411764
7;PaddleOCR;Llama37B;0,16666666666666663;1;0,16666666666666663;0,2857142857142857
7;PaddleOCR;Mistral7B;0,46875;1;0,46875;0,6382978723404256
7;TesseractOCR;Llama37B;0,6774193548387096;1;0,6774193548387096;0,8076923076923077
7;TesseractOCR;Mistral7B;0,5963382737576286;1;0,5963382737576286;0,7471327143637357
7;docTR;Llama37B;0,1601392515230635;1;0,1601392515230635;0,27606901725431354
7;docTR;Mistral7B;0,4411764705882353;1;0,4411764705882353;0,6122448979591837
8;EasyOCR;Llama37B;0,14666666666666667;1;0,14666666666666667;0,25581395348837216
8;EasyOCR;Mistral7B;NA;NA;NA;NA
8;KerasOCR;Llama37B;0,06984126984126984;1;0,06984126984126984;0,13056379821958458
8;KerasOCR;Mistral7B;0,04;1;0,04;0,07692307692307693
8;PaddleOCR;Llama37B;0,14285714285714285;1;0,14285714285714285;0,25
8;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
8;TesseractOCR;Llama37B;0,3157894736842105;1;0,3157894736842105;0,48
8;TesseractOCR;Mistral7B;0,34782608695652173;1;0,34782608695652173;0,5161290322580645
8;docTR;Llama37B;NA;NA;NA;NA
8;docTR;Mistral7B;0,25;1;0,25;0,4
9;EasyOCR;Llama37B;0,059322033898305086;1;0,059322033898305086;0,112
9;EasyOCR;Mistral7B;0,3076923076923077;1;0,3076923076923077;0,47058823529411753
9;KerasOCR;Llama37B;0,05555555555555555;1;0,05555555555555555;0,10526315789473684
9;KerasOCR;Mistral7B;0,3076923076923077;1;0,3076923076923077;0,47058823529411753
9;PaddleOCR;Llama37B;0,16279069767441862;1;0,16279069767441862;0,28
9;PaddleOCR;Mistral7B;NA;NA;NA;NA
9;TesseractOCR;Llama37B;0,25;1;0,25;0,4
9;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
9;docTR;Llama37B;0,18604651162790695;1;0,18604651162790695;0,3137254901960784
9;docTR;Mistral7B;0,14285714285714285;1;0,14285714285714285;0,25
10;EasyOCR;Llama37B;0,17475728155339806;1;0,17475728155339806;0,2975206611570248
10;EasyOCR;Mistral7B;0,25;1;0,25;0,4
10;KerasOCR;Llama37B;0,1090909090909091;1;0,1090909090909091;0,19672131147540986
10;KerasOCR;Mistral7B;NA;NA;NA;NA
10;PaddleOCR;Llama37B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
10;PaddleOCR;Mistral7B;0,1875;1;0,1875;0,3157894736842105
10;TesseractOCR;Llama37B;0,27586206896551724;1;0,27586206896551724;0,43243243243243246
10;TesseractOCR;Mistral7B;0,1875;1;0,1875;0,3157894736842105
10;docTR;Llama37B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
10;docTR;Mistral7B;0,14705882352941177;1;0,14705882352941177;0,2564102564102564
11;EasyOCR;Llama37B;0,21951219512195122;1;0,21951219512195122;0,36
11;EasyOCR;Mistral7B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
11;KerasOCR;Llama37B;0,24;1;0,24;0,38709677419354843
11;PaddleOCR;Llama37B;NA;NA;NA;NA
11;PaddleOCR;Mistral7B;NA;NA;NA;NA
11;TesseractOCR;Llama37B;0,26666666666666666;1;0,26666666666666666;0,42105263157894735
11;TesseractOCR;Mistral7B;0,3157894736842105;1;0,3157894736842105;0,48
11;docTR;Llama37B;NA;NA;NA;NA
11;docTR;Mistral7B;NA;NA;NA;NA
12;EasyOCR;Llama37B;0,0625;1;0,0625;0,11764705882352941
12;EasyOCR;Mistral7B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
12;KerasOCR;Llama37B;0,0689655172413793;1;0,0689655172413793;0,12903225806451613
12;KerasOCR;Mistral7B;0,09090909090909093;1;0,09090909090909093;0,16666666666666666
12;PaddleOCR;Llama37B;NA;NA;NA;NA
12;PaddleOCR;Mistral7B;NA;NA;NA;NA
12;TesseractOCR;Llama37B;0,25;1;0,25;0,4
12;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
12;docTR;Llama37B;NA;NA;NA;NA
12;docTR;Mistral7B;NA;NA;NA;NA
13;EasyOCR;Llama37B;0,25;1;0,25;0,4
13;EasyOCR;Mistral7B;0,25;1;0,25;0,4
13;KerasOCR;Llama37B;0,25;1;0,25;0,4
13;KerasOCR;Mistral7B;0,25;1;0,25;0,4
13;PaddleOCR;Llama37B;0,3157894736842105;1;0,3157894736842105;0,48
13;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
13;TesseractOCR;Llama37B;0,25;1;0,25;0,4
13;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
13;docTR;Llama37B;0,3157894736842105;1;0,3157894736842105;0,48
13;docTR;Mistral7B;0,25;1;0,25;0,4
14;EasyOCR;Llama37B;0,13636363636363635;1;0,13636363636363635;0,24
14;EasyOCR;Mistral7B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
14;KerasOCR;Llama37B;0,3076923076923077;1;0,3076923076923077;0,47058823529411753
14;KerasOCR;Mistral7B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
14;PaddleOCR;Llama37B;NA;NA;NA;NA
14;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
14;TesseractOCR;Llama37B;0,25;1;0,25;0,4
14;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
14;docTR;Llama37B;0,13953488372093023;1;0,13953488372093023;0,24489795918367344
14;docTR;Mistral7B;0,25;1;0,25;0,4
15;EasyOCR;Llama37B;0,1470588235294118;1;0,1470588235294118;0,25641025641025644
15;EasyOCR;Mistral7B;0,1951219512195122;1;0,1951219512195122;0,32653061224489793
15;KerasOCR;Llama37B;0,12949640287769784;1;0,12949640287769784;0,22929936305732487
15;PaddleOCR;Llama37B;NA;NA;NA;NA
15;PaddleOCR;Mistral7B;0,12;1;0,12;0,21428571428571427
15;TesseractOCR;Llama37B;0,3157894736842105;1;0,3157894736842105;0,48
15;TesseractOCR;Mistral7B;0,26666666666666666;1;0,26666666666666666;0,42105263157894735
15;docTR;Llama37B;0,2558139534883721;1;0,2558139534883721;0,4074074074074074
15;docTR;Mistral7B;0,5;1;0,5;0,6666666666666666
16;EasyOCR;Llama37B;0,25;1;0,25;0,4
16;EasyOCR;Mistral7B;0,25;1;0,25;0,4
16;KerasOCR;Llama37B;0,25;1;0,25;0,4
16;KerasOCR;Mistral7B;NA;NA;NA;NA
16;PaddleOCR;Llama37B;0,0975609756097561;1;0,0975609756097561;0,17777777777777778
16;PaddleOCR;Mistral7B;0,09523809523809522;1;0,09523809523809522;0,17391304347826086
16;TesseractOCR;Llama37B;NA;NA;NA;NA
16;docTR;Llama37B;0,11538461538461539;1;0,11538461538461539;0,20689655172413796
16;docTR;Mistral7B;0,09523809523809522;1;0,09523809523809522;0,17391304347826086
17;EasyOCR;Llama37B;0,25;1;0,25;0,4
17;KerasOCR;Llama37B;0,25;1;0,25;0,4
17;PaddleOCR;Llama37B;0,07017543859649122;1;0,07017543859649122;0,13114754098360656
17;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
17;TesseractOCR;Llama37B;NA;NA;NA;NA
17;TesseractOCR;Mistral7B;NA;NA;NA;NA
17;docTR;Llama37B;0,04938271604938271;1;0,04938271604938271;0,09411764705882353
17;docTR;Mistral7B;0,0909090909090909;1;0,0909090909090909;0,16666666666666666
18;EasyOCR;Llama37B;0,25;1;0,25;0,4
18;EasyOCR;Mistral7B;NA;NA;NA;NA
18;KerasOCR;Llama37B;0,25;1;0,25;0,4
18;KerasOCR;Mistral7B;NA;NA;NA;NA
18;PaddleOCR;Llama37B;0,07547169811320754;1;0,07547169811320754;0,14035087719298245
18;PaddleOCR;Mistral7B;NA;NA;NA;NA
18;TesseractOCR;Llama37B;NA;NA;NA;NA
18;docTR;Llama37B;0,07142857142857142;1;0,07142857142857142;0,13333333333333333
18;docTR;Mistral7B;0,14285714285714285;1;0,14285714285714285;0,25
19;EasyOCR;Llama37B;0,25;1;0,25;0,4
19;EasyOCR;Mistral7B;NA;NA;NA;NA
19;KerasOCR;Llama37B;0,25;1;0,25;0,4
19;KerasOCR;Mistral7B;NA;NA;NA;NA
19;PaddleOCR;Llama37B;0,06153846153846154;1;0,06153846153846154;0,11594202898550725
19;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
19;TesseractOCR;Llama37B;0,25;1;0,25;0,4
19;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
19;docTR;Llama37B;0,06153846153846154;1;0,06153846153846154;0,11594202898550725
19;docTR;Mistral7B;0,08108108108108109;1;0,08108108108108109;0,15
20;EasyOCR;Llama37B;0,26666666666666666;1;0,26666666666666666;0,42105263157894735
20;EasyOCR;Mistral7B;0,25;1;0,25;0,4
20;KerasOCR;Llama37B;0,25;1;0,25;0,4
20;KerasOCR;Mistral7B;0,25;1;0,25;0,4
20;PaddleOCR;Llama37B;0,047619047619047616;1;0,047619047619047616;0,09090909090909091
20;PaddleOCR;Mistral7B;0,17857142857142858;1;0,17857142857142858;0,30303030303030304
20;TesseractOCR;Llama37B;NA;NA;NA;NA
20;TesseractOCR;Mistral7B;NA;NA;NA;NA
20;docTR;Llama37B;0,044444444444444446;1;0,044444444444444446;0,0851063829787234
20;docTR;Mistral7B;0,17857142857142858;1;0,17857142857142858;0,30303030303030304
21;EasyOCR;Llama37B;0,25;1;0,25;0,4
21;EasyOCR;Mistral7B;0,25;1;0,25;0,4
21;KerasOCR;Llama37B;0,25;1;0,25;0,4
21;KerasOCR;Mistral7B;0,25;1;0,25;0,4
21;PaddleOCR;Llama37B;0,25;1;0,25;0,4
21;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
21;TesseractOCR;Llama37B;0,25;1;0,25;0,4
21;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
21;docTR;Llama37B;0,25;1;0,25;0,4
21;docTR;Mistral7B;0,25;1;0,25;0,4
22;EasyOCR;Llama37B;0,25;1;0,25;0,4
22;EasyOCR;Mistral7B;0,25;1;0,25;0,4
22;KerasOCR;Llama37B;0,25;1;0,25;0,4
22;KerasOCR;Mistral7B;0,25;1;0,25;0,4
22;PaddleOCR;Llama37B;0,07142857142857142;1;0,07142857142857142;0,13333333333333333
22;PaddleOCR;Mistral7B;NA;NA;NA;NA
22;TesseractOCR;Llama37B;NA;NA;NA;NA
22;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
22;docTR;Llama37B;0,07142857142857142;1;0,07142857142857142;0,13333333333333333
22;docTR;Mistral7B;NA;NA;NA;NA
23;EasyOCR;Llama37B;0,26666666666666666;1;0,26666666666666666;0,42105263157894735
23;EasyOCR;Mistral7B;NA;NA;NA;NA
23;KerasOCR;Llama37B;0,25;1;0,25;0,4
23;KerasOCR;Mistral7B;0,25;1;0,25;0,4
23;PaddleOCR;Llama37B;0,0821917808219178;1;0,0821917808219178;0,1518987341772152
23;PaddleOCR;Mistral7B;0,06451612903225806;1;0,06451612903225806;0,12121212121212122
23;TesseractOCR;Llama37B;NA;NA;NA;NA
23;TesseractOCR;Mistral7B;NA;NA;NA;NA
23;docTR;Llama37B;0,0821917808219178;1;0,0821917808219178;0,1518987341772152
23;docTR;Mistral7B;0,18181818181818182;1;0,18181818181818182;0,3076923076923077
24;EasyOCR;Llama37B;0,04545454545454545;1;0,04545454545454545;0,08695652173913043
24;EasyOCR;Mistral7B;0,1;1;0,1;0,18181818181818185
24;KerasOCR;Llama37B;NA;NA;NA;NA
24;KerasOCR;Mistral7B;0,08;1;0,08;0,14814814814814814
24;PaddleOCR;Llama37B;0,1090909090909091;1;0,1090909090909091;0,19672131147540986
24;PaddleOCR;Mistral7B;0,3333333333333333;1;0,3333333333333333;0,5
24;TesseractOCR;Llama37B;0,25;1;0,25;0,4
24;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
24;docTR;Llama37B;0,1090909090909091;1;0,1090909090909091;0,19672131147540986
24;docTR;Mistral7B;NA;NA;NA;NA
25;EasyOCR;Llama37B;NA;NA;NA;NA
25;EasyOCR;Mistral7B;0,25;1;0,25;0,4
25;KerasOCR;Llama37B;NA;NA;NA;NA
25;KerasOCR;Mistral7B;0,12500000000000003;1;0,12500000000000003;0,2222222222222222
25;PaddleOCR;Llama37B;0,12244897959183675;1;0,12244897959183675;0,2181818181818182
25;PaddleOCR;Mistral7B;0,5;1;0,5;0,6666666666666666
25;TesseractOCR;Llama37B;0,25;1;0,25;0,4
25;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
25;docTR;Llama37B;0,08219178082191782;1;0,08219178082191782;0,1518987341772152
25;docTR;Mistral7B;0,5;1;0,5;0,6666666666666666
26;EasyOCR;Llama37B;0,029411764705882346;1;0,029411764705882346;0,05714285714285714
26;EasyOCR;Mistral7B;0,08695652173913043;1;0,08695652173913043;0,16
26;KerasOCR;Llama37B;NA;NA;NA;NA
26;PaddleOCR;Llama37B;0,13483146067415733;1;0,13483146067415733;0,23762376237623764
26;PaddleOCR;Mistral7B;NA;NA;NA;NA
26;TesseractOCR;Llama37B;0,25;1;0,25;0,4
26;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
26;docTR;Llama37B;0,13483146067415733;1;0,13483146067415733;0,23762376237623764
26;docTR;Mistral7B;NA;NA;NA;NA
27;EasyOCR;Llama37B;0,2647058823529412;1;0,2647058823529412;0,4186046511627907
27;KerasOCR;Llama37B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
27;PaddleOCR;Llama37B;0,13636363636363638;1;0,13636363636363638;0,24000000000000005
27;PaddleOCR;Mistral7B;0,2;1;0,2;0,3333333333333333
27;TesseractOCR;Llama37B;0,25;1;0,25;0,4
27;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
27;docTR;Llama37B;0,13636363636363638;1;0,13636363636363638;0,24000000000000005
27;docTR;Mistral7B;NA;NA;NA;NA
28;EasyOCR;Llama37B;0,36;1;0,36;0,5294117647058824
28;EasyOCR;Mistral7B;NA;NA;NA;NA
28;KerasOCR;Llama37B;0,36;1;0,36;0,5294117647058824
28;KerasOCR;Mistral7B;NA;NA;NA;NA
28;PaddleOCR;Llama37B;0,24;1;0,24;0,3870967741935484
28;PaddleOCR;Mistral7B;0,09090909090909093;1;0,09090909090909093;0,16666666666666666
28;TesseractOCR;Llama37B;0,25;1;0,25;0,4
28;TesseractOCR;Mistral7B;NA;NA;NA;NA
28;docTR;Llama37B;0,2;1;0,2;0,3333333333333333
28;docTR;Mistral7B;0,15384615384615383;1;0,15384615384615383;0,26666666666666666
29;EasyOCR;Llama37B;0,25;1;0,25;0,4
29;EasyOCR;Mistral7B;0,25;1;0,25;0,4
29;KerasOCR;Llama37B;0,25;1;0,25;0,4
29;KerasOCR;Mistral7B;0,25;1;0,25;0,4
29;PaddleOCR;Llama37B;0,25;1;0,25;0,4
29;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
29;TesseractOCR;Llama37B;0,25;1;0,25;0,4
29;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
29;docTR;Llama37B;0,25;1;0,25;0,4
29;docTR;Mistral7B;NA;NA;NA;NA
30;EasyOCR;Llama37B;NA;NA;NA;NA
30;EasyOCR;Mistral7B;0,07692307692307691;1;0,07692307692307691;0,14285714285714285
30;KerasOCR;Llama37B;NA;NA;NA;NA
30;KerasOCR;Mistral7B;0,25;1;0,25;0,4
30;PaddleOCR;Llama37B;0,11538461538461536;1;0,11538461538461536;0,20689655172413796
30;PaddleOCR;Mistral7B;0,2857142857142857;1;0,2857142857142857;0,4444444444444444
30;TesseractOCR;Llama37B;0,25;1;0,25;0,4
30;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
30;docTR;Llama37B;0,11538461538461536;1;0,11538461538461536;0,20689655172413796
30;docTR;Mistral7B;0,26666666666666666;1;0,26666666666666666;0,42105263157894735
31;EasyOCR;Llama37B;0,04545454545454545;1;0,04545454545454545;0,08695652173913043
31;EasyOCR;Mistral7B;NA;NA;NA;NA
31;KerasOCR;Llama37B;0,04;1;0,04;0,07692307692307693
31;KerasOCR;Mistral7B;NA;NA;NA;NA
31;PaddleOCR;Llama37B;0,11538461538461536;1;0,11538461538461536;0,2068965517241379
31;PaddleOCR;Mistral7B;0,3333333333333333;1;0,3333333333333333;0,5
31;TesseractOCR;Llama37B;0,25;1;0,25;0,4
31;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
31;docTR;Llama37B;0,13953488372093023;1;0,13953488372093023;0,24489795918367344
31;docTR;Mistral7B;0,5;1;0,5;0,6666666666666666
32;EasyOCR;Llama37B;0,25;1;0,25;0,4
32;EasyOCR;Mistral7B;NA;NA;NA;NA
32;KerasOCR;Llama37B;0,25;1;0,25;0,4
32;KerasOCR;Mistral7B;NA;NA;NA;NA
32;PaddleOCR;Llama37B;0,07692307692307693;1;0,07692307692307693;0,14285714285714285
32;PaddleOCR;Mistral7B;0,02702702702702703;1;0,02702702702702703;0,05263157894736842
32;TesseractOCR;Llama37B;NA;NA;NA;NA
32;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
32;docTR;Llama37B;0,07692307692307693;1;0,07692307692307693;0,14285714285714285
32;docTR;Mistral7B;0,02702702702702703;1;0,02702702702702703;0,05263157894736842
33;EasyOCR;Llama37B;0,25;1;0,25;0,4
33;EasyOCR;Mistral7B;NA;NA;NA;NA
33;KerasOCR;Llama37B;0,25;1;0,25;0,4
33;KerasOCR;Mistral7B;NA;NA;NA;NA
33;PaddleOCR;Llama37B;0,06451612903225806;1;0,06451612903225806;0,12121212121212122
33;PaddleOCR;Mistral7B;0,029411764705882346;1;0,029411764705882346;0,05714285714285714
33;TesseractOCR;Llama37B;NA;NA;NA;NA
33;TesseractOCR;Mistral7B;NA;NA;NA;NA
33;docTR;Llama37B;0,07317073170731707;1;0,07317073170731707;0,13636363636363635
33;docTR;Mistral7B;0,3235294117647059;1;0,3235294117647059;0,4888888888888889
34;EasyOCR;Llama37B;0,25;1;0,25;0,4
34;EasyOCR;Mistral7B;0,25;1;0,25;0,4
34;KerasOCR;Llama37B;0,26666666666666666;1;0,26666666666666666;0,42105263157894735
34;KerasOCR;Mistral7B;NA;NA;NA;NA
34;PaddleOCR;Llama37B;0,12643678160919541;1;0,12643678160919541;0,22448979591836737
34;PaddleOCR;Mistral7B;NA;NA;NA;NA
34;TesseractOCR;Llama37B;NA;NA;NA;NA
34;TesseractOCR;Mistral7B;NA;NA;NA;NA
34;docTR;Llama37B;0,1283422459893048;1;0,1283422459893048;0,2274881516587678
34;docTR;Mistral7B;NA;NA;NA;NA
35;EasyOCR;Llama37B;0,25;1;0,25;0,4
35;EasyOCR;Mistral7B;NA;NA;NA;NA
35;KerasOCR;Llama37B;0,25;1;0,25;0,4
35;KerasOCR;Mistral7B;0,25;1;0,25;0,4
35;PaddleOCR;Llama37B;0,112;1;0,112;0,2014388489208633
35;PaddleOCR;Mistral7B;NA;NA;NA;NA
35;TesseractOCR;Llama37B;NA;NA;NA;NA
35;TesseractOCR;Mistral7B;NA;NA;NA;NA
35;docTR;Llama37B;0,05940594059405941;1;0,05940594059405941;0,11214953271028039
35;docTR;Mistral7B;NA;NA;NA;NA
36;EasyOCR;Llama37B;0,2;1;0,2;0,3333333333333333
36;EasyOCR;Mistral7B;NA;NA;NA;NA
36;KerasOCR;Llama37B;0,2;1;0,2;0,3333333333333333
36;KerasOCR;Mistral7B;NA;NA;NA;NA
36;PaddleOCR;Llama37B;0,0591715976331361;1;0,0591715976331361;0,111731843575419
36;PaddleOCR;Mistral7B;0,5;1;0,5;0,6666666666666666
36;TesseractOCR;Llama37B;NA;NA;NA;NA
36;TesseractOCR;Mistral7B;NA;NA;NA;NA
36;docTR;Llama37B;0,15228426395939088;1;0,15228426395939088;0,2643171806167401
36;docTR;Mistral7B;0,06451612903225806;1;0,06451612903225806;0,12121212121212122
37;EasyOCR;Llama37B;0,25;1;0,25;0,4
37;EasyOCR;Mistral7B;0,25;1;0,25;0,4
37;KerasOCR;Llama37B;0,25;1;0,25;0,4
37;KerasOCR;Mistral7B;0,25;1;0,25;0,4
37;PaddleOCR;Llama37B;0,25;1;0,25;0,4
37;PaddleOCR;Mistral7B;0,25;1;0,25;0,4
37;TesseractOCR;Llama37B;0,25;1;0,25;0,4
37;TesseractOCR;Mistral7B;0,25;1;0,25;0,4
37;docTR;Llama37B;0,25;1;0,25;0,4
37;docTR;Mistral7B;0,25;1;0,25;0,4
38;EasyOCR;Llama37B;0,25;1;0,25;0,4
38;EasyOCR;Mistral7B;NA;NA;NA;NA
38;KerasOCR;Llama37B;0,25;1;0,25;0,4
38;KerasOCR;Mistral7B;NA;NA;NA;NA
38;PaddleOCR;Llama37B;0,055299539170506916;1;0,055299539170506916;0,10480349344978167
38;PaddleOCR;Mistral7B;0,0625;1;0,0625;0,11764705882352938
38;TesseractOCR;Llama37B;NA;NA;NA;NA
38;TesseractOCR;Mistral7B;NA;NA;NA;NA
38;docTR;Llama37B;0,055299539170506916;1;0,055299539170506916;0,10480349344978167
38;docTR;Mistral7B;NA;NA;NA;NA
39;EasyOCR;Llama37B;0,25;1;0,25;0,4
39;EasyOCR;Mistral7B;0,25;1;0,25;0,4
39;KerasOCR;Llama37B;0,25;1;0,25;0,4
39;KerasOCR;Mistral7B;0,25;1;0,25;0,4
39;PaddleOCR;Llama37B;0,05454545454545455;1;0,05454545454545455;0,10344827586206898
39;PaddleOCR;Mistral7B;NA;NA;NA;NA
39;TesseractOCR;Llama37B;NA;NA;NA;NA
39;TesseractOCR;Mistral7B;NA;NA;NA;NA
39;docTR;Llama37B;0,05940594059405941;1;0,05940594059405941;0,11214953271028039
39;docTR;Mistral7B;NA;NA;NA;NA
40;EasyOCR;Llama37B;0,42857142857142855;1;0,42857142857142855;0,6
40;EasyOCR;Mistral7B;0,25;1;0,25;0,4
40;KerasOCR;Llama37B;0,25;1;0,25;0,4
40;KerasOCR;Mistral7B;0,25;1;0,25;0,4
40;PaddleOCR;Llama37B;0,2175732217573222;1;0,2175732217573222;0,35738831615120276
40;PaddleOCR;Mistral7B;0,52;1;0,52;0,6842105263157895
40;TesseractOCR;Llama37B;0,6779949022939676;1;0,6779949022939676;0,8081012658227847
